Amount,transaction_hour,high_value,is_fraud,risk_score
187.72,16,0,0,1
0.77,16,0,0,1
184.5,16,0,0,1
240.69,16,0,0,1
100.14,16,0,0,1
186.09,16,0,0,1
9.99,16,0,0,1
1.0,16,0,0,1
62.39,16,0,0,1
1.0,16,0,0,1
4.07,16,0,0,1
516.22,16,0,0,1
33.26,16,0,0,1
1.98,16,0,0,1
79.0,16,0,0,1
44.0,16,0,0,1
80.0,16,0,0,1
36.0,16,0,0,1
389.0,16,0,0,1
261.7,16,0,0,1
1.98,16,0,0,1
48.33,16,0,0,1
13.71,16,0,0,1
30.0,16,0,0,1
1.0,16,0,0,1
5.0,16,0,0,1
11.5,16,0,0,1
20.0,16,0,0,1
29.61,16,0,0,1
320.0,16,0,0,1
1.98,16,0,0,1
298.3,16,0,0,1
15.0,16,0,0,1
4.95,16,0,0,1
60.0,16,0,0,1
28.0,16,0,0,1
26.5,16,0,0,1
29.88,16,0,0,1
73.5,16,0,0,1
1.98,16,0,0,1
149.0,16,0,0,1
233.5,16,0,0,1
75.9,16,0,0,1
16.99,16,0,0,1
0.99,16,0,0,1
4.49,16,0,0,1
28.0,16,0,0,1
127.0,16,0,0,1
1.29,16,0,0,1
200.0,16,0,0,1
6.47,16,0,0,1
10.74,16,0,0,1
89.56,16,0,0,1
4.85,16,0,0,1
21.85,16,0,0,1
7.07,16,0,0,1
1.98,16,0,0,1
117.94,16,0,0,1
164.0,16,0,0,1
113.7,16,0,0,1
0.76,16,0,0,1
1.4,16,0,0,1
5.99,16,0,0,1
37.39,16,0,0,1
9.82,16,0,0,1
1832.55,16,0,0,1
29.57,16,0,0,1
128.4,16,0,0,1
1.98,16,0,0,1
11.5,16,0,0,1
141.53,16,0,0,1
86.0,16,0,0,1
44.35,16,0,0,1
66.74,16,0,0,1
5.24,16,0,0,1
137.76,16,0,0,1
141.53,16,0,0,1
39.2,16,0,0,1
35.0,16,0,0,1
9.99,16,0,0,1
5.99,16,0,0,1
186.43,16,0,0,1
24.7,16,0,0,1
1.0,16,0,0,1
25.0,16,0,0,1
3.99,16,0,0,1
8.99,16,0,0,1
119.16,16,0,0,1
1.98,16,0,0,1
281.02,16,0,0,1
0.89,16,0,0,1
70.85,16,0,0,1
54.5,16,0,0,1
86.87,16,0,0,1
2.58,16,0,0,1
27.38,16,0,0,1
10.65,16,0,0,1
54.33,16,0,0,1
21.99,16,0,0,1
14.45,16,0,0,1
0.75,16,0,0,1
1.0,16,0,0,1
1200.0,16,0,0,1
130.0,16,0,0,1
1.5,16,0,0,1
27.02,16,0,0,1
723.34,16,0,0,1
89.0,16,0,0,1
4.36,16,0,0,1
70.0,16,0,0,1
315.16,16,0,0,1
200.0,16,0,0,1
140.0,16,0,0,1
303.5,16,0,0,1
835.0,16,0,0,1
10.0,16,0,0,1
12.99,16,0,0,1
70.47,16,0,0,1
446.18,16,0,0,1
24.67,16,0,0,1
29.95,16,0,0,1
9.2,16,0,0,1
9.99,16,0,0,1
22.78,16,0,0,1
7.61,16,0,0,1
4.99,16,0,0,1
4.49,16,0,0,1
650.67,16,0,0,1
0.89,16,0,0,1
45.0,16,0,0,1
764.96,16,0,0,1
9.81,16,0,0,1
7.5,16,0,0,1
1.44,16,0,0,1
35.09,16,0,0,1
100.5,16,0,0,1
85.88,16,0,0,1
1.29,16,0,0,1
0.89,16,0,0,1
8.45,16,0,0,1
56.24,16,0,0,1
41.71,16,0,0,1
186.85,16,0,0,1
36.28,16,0,0,1
27.38,16,0,0,1
79.29,16,0,0,1
6.92,16,0,0,1
49.95,16,0,0,1
22.95,16,0,0,1
140.55,16,0,0,1
762.58,16,0,0,1
8.99,16,0,0,1
14.2,16,0,0,1
19.99,16,0,0,1
190.0,16,0,0,1
3.87,16,0,0,1
776.0,16,0,0,1
12.95,16,0,0,1
25.0,16,0,0,1
5.98,16,0,0,1
34.0,16,0,0,1
75.46,16,0,0,1
24.95,16,0,0,1
236.0,16,0,0,1
27.99,16,0,0,1
118.0,16,0,0,1
201.55,16,0,0,1
15.0,16,0,0,1
152.45,16,0,0,1
3.87,16,0,0,1
581.35,16,0,0,1
17.77,16,0,0,1
613.36,16,0,0,1
7.07,16,0,0,1
0.92,16,0,0,1
1.0,16,0,0,1
45.9,16,0,0,1
64.96,16,0,0,1
1.29,16,0,0,1
11.99,16,0,0,1
89.79,16,0,0,1
1.0,16,0,0,1
249.0,16,0,0,1
1.18,16,0,0,1
34.9,16,0,0,1
5.99,16,0,0,1
1.52,16,0,0,1
267.2,16,0,0,1
178.08,16,0,0,1
210.0,16,0,0,1
95.59,16,0,0,1
10.74,16,0,0,1
370.8,16,0,0,1
44.86,16,0,0,1
29.99,16,0,0,1
38.39,16,0,0,1
80.0,16,0,0,1
24.99,16,0,0,1
140.0,16,0,0,1
580.92,16,0,0,1
12.99,16,0,0,1
15.0,16,0,0,1
96.78,16,0,0,1
89.99,16,0,0,1
18.99,16,0,0,1
106.61,16,0,0,1
1.79,16,0,0,1
59.2,16,0,0,1
0.89,16,0,0,1
122.71,16,0,0,1
1.0,16,0,0,1
2.69,16,0,0,1
843.98,16,0,0,1
120.0,16,0,0,1
79.0,16,0,0,1
324.33,16,0,0,1
190.69,16,0,0,1
56.4,16,0,0,1
61.0,16,0,0,1
559.02,16,0,0,1
44.0,16,0,0,1
49.99,16,0,0,1
3.79,16,0,0,1
250.0,16,0,0,1
23.8,16,0,0,1
29.95,16,0,0,1
202.34,16,0,0,1
10.31,16,0,0,1
50.23,16,0,0,1
92.2,16,0,0,1
1.99,16,0,0,1
36.0,16,0,0,1
0.99,16,0,0,1
2.29,16,0,0,1
1.0,16,0,0,1
62.06,16,0,0,1
19.99,16,0,0,1
9.2,16,0,0,1
420.3,16,0,0,1
5.93,16,0,0,1
4.99,16,0,0,1
21.99,16,0,0,1
421.8,16,0,0,1
679.92,16,0,0,1
40.0,16,0,0,1
19.95,16,0,0,1
490.0,16,0,0,1
84.29,16,0,0,1
1.0,16,0,0,1
1.0,16,0,0,1
799.0,16,0,0,1
799.0,16,0,0,1
37.81,16,0,0,1
1.0,16,0,0,1
29.0,16,0,0,1
12.99,16,0,0,1
1.0,16,0,0,1
63.42,16,0,0,1
29.74,16,0,0,1
318.0,16,0,0,1
6.23,16,0,0,1
1.0,16,0,0,1
2.69,16,0,0,1
56.2,16,0,0,1
308.13,16,0,0,1
1.79,16,0,0,1
36.51,16,0,0,1
1.69,16,0,0,1
80.0,16,0,0,1
1.0,16,0,0,1
1.98,16,0,0,1
424.98,16,0,0,1
9.99,16,0,0,1
1090.36,16,0,0,1
10.08,16,0,0,1
49.59,16,0,0,1
2441.85,16,1,0,3
7.04,16,0,0,1
119.9,16,0,0,1
141.34,16,0,0,1
10.99,16,0,0,1
15.0,16,0,0,1
0.89,16,0,0,1
0.99,16,0,0,1
168.0,16,0,0,1
0.0,16,0,0,1
119.69,16,0,0,1
1.98,16,0,0,1
40.95,16,0,0,1
5.37,16,0,0,1
7.58,16,0,0,1
3.99,16,0,0,1
2.58,16,0,0,1
152.32,16,0,0,1
0.89,16,0,0,1
10.65,16,0,0,1
104.65,16,0,0,1
3.84,16,0,0,1
21.14,16,0,0,1
14.34,16,0,0,1
53.73,16,0,0,1
200.01,16,0,0,1
17.21,16,0,0,1
2.76,16,0,0,1
113.57,16,0,0,1
24.99,16,0,0,1
15.0,16,0,0,1
0.0,16,0,0,1
9.99,16,0,0,1
5.99,16,0,0,1
103.6,16,0,0,1
77.51,16,0,0,1
41.31,16,0,0,1
277.5,16,0,0,1
34.9,16,0,0,1
116.7,16,0,0,1
376.93,16,0,0,1
2.35,16,0,0,1
0.76,16,0,0,1
46.14,16,0,0,1
7.99,16,0,0,1
7.5,16,0,0,1
266.92,16,0,0,1
34.14,16,0,0,1
300.04,16,0,0,1
80.0,16,0,0,1
1.0,16,0,0,1
22.73,16,0,0,1
20.58,16,0,0,1
55.65,16,0,0,1
470.04,16,0,0,1
0.76,16,0,0,1
73.02,16,0,0,1
15.7,16,0,0,1
109.0,16,0,0,1
54.9,16,0,0,1
30.0,16,0,0,1
178.85,16,0,0,1
1.29,16,0,0,1
158.0,16,0,0,1
55.0,16,0,0,1
60.0,16,0,0,1
7.36,16,0,0,1
61.61,16,0,0,1
46.58,16,0,0,1
23.0,16,0,0,1
162.34,16,0,0,1
1.0,16,0,0,1
421.59,16,0,0,1
11.0,16,0,0,1
32.0,16,0,0,1
171.84,16,0,0,1
255.74,16,0,0,1
27.38,16,0,0,1
0.25,16,0,0,1
4.99,16,0,0,1
577.22,16,0,0,1
77.51,16,0,0,1
18.39,16,0,0,1
10.44,16,0,0,1
912.79,16,0,0,1
11.5,16,0,0,1
28.31,16,0,0,1
129.25,16,0,0,1
27.41,16,0,0,1
36.8,16,0,0,1
54.0,16,0,0,1
5.57,16,0,0,1
814.0,16,0,0,1
24.0,16,0,0,1
27.1,16,0,0,1
8.29,16,0,0,1
79.0,16,0,0,1
5.99,16,0,0,1
79.76,16,0,0,1
34.13,16,0,0,1
110.5,16,0,0,1
207.0,16,0,0,1
11.0,16,0,0,1
385.0,16,0,0,1
11.99,16,0,0,1
66.71,16,0,0,1
49.06,16,0,0,1
1.78,16,0,0,1
7.81,16,0,0,1
0.31,16,0,0,1
5.49,16,0,0,1
70.0,16,0,0,1
98.92,16,0,0,1
25.17,16,0,0,1
9.72,16,0,0,1
1155.54,16,0,0,1
118.3,16,0,0,1
37.1,16,0,0,1
25.0,16,0,0,1
1781.1,16,0,0,1
40.0,16,0,0,1
3.14,16,0,0,1
40.0,16,0,0,1
372.0,16,0,0,1
15.82,16,0,0,1
9.99,16,0,0,1
16.0,16,0,0,1
1.0,16,0,0,1
11.5,16,0,0,1
31.4,16,0,0,1
559.06,16,0,0,1
0.76,16,0,0,1
1.98,16,0,0,1
562.92,16,0,0,1
3.14,16,0,0,1
36.7,16,0,0,1
29.56,16,0,0,1
1.98,16,0,0,1
1400.0,16,0,0,1
1.0,16,0,0,1
208.0,16,0,0,1
7.61,16,0,0,1
87.0,16,0,0,1
12.0,16,0,0,1
99.6,16,0,0,1
809.64,16,0,0,1
28.33,16,0,0,1
125.0,16,0,0,1
1.0,16,0,0,1
147.0,16,0,0,1
993.65,16,0,0,1
29.05,16,0,0,1
590.96,16,0,0,1
209.31,16,0,0,1
3.59,16,0,0,1
0.77,16,0,0,1
176.0,16,0,0,1
42.45,16,0,0,1
21.98,16,0,0,1
0.02,16,0,0,1
390.65,16,0,0,1
75.0,16,0,0,1
1.98,16,0,0,1
37.52,16,0,0,1
25.0,16,0,0,1
2.58,16,0,0,1
9.87,16,0,0,1
27.93,16,0,0,1
9.99,16,0,0,1
22.63,16,0,0,1
0.99,16,0,0,1
14.4,16,0,0,1
27.9,16,0,0,1
56.63,16,0,0,1
36.74,16,0,0,1
1.14,16,0,0,1
89.9,16,0,0,1
912.79,16,0,0,1
49.33,16,0,0,1
14.6,16,0,0,1
99.0,16,0,0,1
38.97,16,0,0,1
54.99,16,0,0,1
38.23,16,0,0,1
302.68,16,0,0,1
16.99,16,0,0,1
224.32,16,0,0,1
500.0,16,0,0,1
63.68,16,0,0,1
16.39,16,0,0,1
18.2,16,0,0,1
11.49,16,0,0,1
42.9,16,0,0,1
18.84,16,0,0,1
56.12,16,0,0,1
59.83,16,0,0,1
11.28,16,0,0,1
445.0,16,0,0,1
8.93,16,0,0,1
40.0,16,0,0,1
15.0,16,0,0,1
1.0,16,0,0,1
1.0,16,0,0,1
24.42,16,0,0,1
66.3,16,0,0,1
18.07,16,0,0,1
11.5,16,0,0,1
381.83,16,0,0,1
207.0,16,0,0,1
3.3,16,0,0,1
11.5,16,0,0,1
9.98,16,0,0,1
105.54,16,0,0,1
1.27,16,0,0,1
25.0,16,0,0,1
6.28,16,0,0,1
17.99,16,0,0,1
119.0,16,0,0,1
26.9,16,0,0,1
264.63,16,0,0,1
9.42,16,0,0,1
89.95,16,0,0,1
287.0,16,0,0,1
0.77,16,0,0,1
75.18,16,0,0,1
28.7,16,0,0,1
28.03,16,0,0,1
35.5,16,0,0,1
95.4,16,0,0,1
34.66,16,0,0,1
323.12,16,0,0,1
1.0,16,0,0,1
1.98,16,0,0,1
15.0,16,0,0,1
200.0,16,0,0,1
31.9,16,0,0,1
52.6,16,0,0,1
7.66,16,0,0,1
69.0,16,0,0,1
349.0,16,0,0,1
11.5,16,0,0,1
1.0,16,0,0,1
23.74,16,0,0,1
575.0,16,0,0,1
103.04,16,0,0,1
118.85,16,0,0,1
184.19,16,0,0,1
12.75,16,0,0,1
16.99,16,0,0,1
3.87,16,0,0,1
37.13,16,0,0,1
9.76,16,0,0,1
1.0,16,0,0,1
14.68,16,0,0,1
15.0,16,0,0,1
804.3,16,0,0,1
10.54,16,0,0,1
38.0,16,0,0,1
1.98,16,0,0,1
29.95,16,0,0,1
29.68,16,0,0,1
187.74,16,0,0,1
38.0,16,0,0,1
3.96,16,0,0,1
1.98,16,0,0,1
50.0,16,0,0,1
565.84,16,0,0,1
49.0,16,0,0,1
3.14,16,0,0,1
580.98,16,0,0,1
70.8,16,0,0,1
178.0,16,0,0,1
84.87,16,0,0,1
147.5,16,0,0,1
10.65,16,0,0,1
1.5,16,0,0,1
12.31,16,0,0,1
75.0,16,0,0,1
8.98,16,0,0,1
8.94,16,0,0,1
82.99,16,0,0,1
57.97,16,0,0,1
45.8,16,0,0,1
4.05,16,0,0,1
11.0,16,0,0,1
45.0,16,0,0,1
38.64,16,0,0,1
0.89,16,0,0,1
7.16,16,0,0,1
500.0,16,0,0,1
10.62,16,0,0,1
28.75,16,0,0,1
236.6,16,0,0,1
110.0,16,0,0,1
485.2,16,0,0,1
49.99,16,0,0,1
117.48,16,0,0,1
131.65,16,0,0,1
9.99,16,0,0,1
179.81,16,0,0,1
52.05,16,0,0,1
499.0,16,0,0,1
253.02,16,0,0,1
0.89,16,0,0,1
41.56,16,0,0,1
39.0,16,0,0,1
8.99,16,0,0,1
104.45,16,0,0,1
30.0,16,0,0,1
62.6,16,0,0,1
25.0,16,0,0,1
34.18,16,0,0,1
7.87,16,0,0,1
1.98,16,0,0,1
125.72,16,0,0,1
45.0,16,0,0,1
1.29,16,0,0,1
1000.0,16,0,0,1
65.22,16,0,0,1
3.14,16,0,0,1
8.91,16,0,0,1
114.88,16,0,0,1
6.45,16,0,0,1
557.31,16,0,0,1
22.7,16,0,0,1
17.24,16,0,0,1
49.9,16,0,0,1
270.0,16,0,0,1
171.98,16,0,0,1
163.64,16,0,0,1
3.31,16,0,0,1
8.0,16,0,0,1
35.37,16,0,0,1
38.0,16,0,0,1
12.9,16,0,0,1
60.01,16,0,0,1
24.32,16,0,0,1
95.98,16,0,0,1
226.75,16,0,0,1
0.92,16,0,0,1
1.0,16,0,0,1
838.82,16,0,0,1
21.52,16,0,0,1
762.0,16,0,0,1
0.0,16,0,0,1
850.52,16,0,0,1
9.99,16,0,0,1
200.0,16,0,0,1
72.43,16,0,0,1
15.0,16,0,0,1
1.0,16,0,0,1
3.35,16,0,0,1
9.99,16,0,0,1
272.0,16,0,0,1
39.06,16,0,0,1
83.6,16,0,0,1
20.0,16,0,0,1
43.84,16,0,0,1
54.82,16,0,0,1
154.0,16,0,0,1
1.0,16,0,0,1
858.77,16,0,0,1
8.99,16,0,0,1
15.0,16,0,0,1
169.47,16,0,0,1
252.43,16,0,0,1
254.88,16,0,0,1
1.98,16,0,0,1
37.34,16,0,0,1
28.0,16,0,0,1
84.43,16,0,0,1
121.66,16,0,0,1
9.99,16,0,0,1
34.9,16,0,0,1
11.34,16,0,0,1
35.89,16,0,0,1
0.0,16,0,0,1
115.5,16,0,0,1
51.93,16,0,0,1
1.29,16,0,0,1
18.5,16,0,0,1
110.0,16,0,0,1
65.48,16,0,0,1
89.4,16,0,0,1
2.37,16,0,0,1
3.84,16,0,0,1
1127.0,16,0,0,1
45.0,16,0,0,1
252.21,16,0,0,1
1.0,16,0,1,4
29.0,16,0,0,1
96.57,16,0,0,1
10.6,16,0,0,1
14.99,16,0,0,1
272.9,16,0,0,1
43.0,16,0,0,1
11.98,16,0,0,1
0.99,16,0,0,1
314.0,16,0,0,1
4.78,16,0,0,1
1.0,16,0,1,4
12.5,16,0,0,1
9.98,16,0,0,1
1.0,16,0,0,1
1.0,16,0,0,1
29.38,16,0,0,1
30.43,16,0,0,1
1.29,16,0,0,1
107.58,16,0,0,1
1.29,16,0,0,1
450.0,16,0,0,1
19.98,16,0,0,1
8.99,16,0,0,1
98.96,16,0,0,1
1.46,16,0,0,1
60.27,16,0,0,1
50.98,16,0,0,1
315.56,16,0,0,1
43.98,16,0,0,1
56.09,16,0,0,1
69.99,16,0,0,1
115.0,16,0,0,1
145.6,16,0,0,1
7.07,16,0,0,1
47.38,16,0,0,1
34.99,16,0,0,1
23.54,16,0,0,1
28.97,16,0,0,1
35.81,16,0,0,1
15.5,16,0,0,1
15.31,16,0,0,1
2.69,16,0,0,1
27.3,16,0,0,1
23.67,16,0,0,1
99.5,16,0,0,1
39.0,16,0,0,1
1.02,16,0,0,1
14.02,16,0,0,1
22.06,16,0,0,1
15.0,16,0,0,1
34.96,16,0,0,1
66.95,16,0,0,1
33.96,16,0,0,1
28.96,16,0,0,1
0.76,16,0,0,1
33.95,16,0,0,1
19.89,16,0,0,1
18.42,16,0,0,1
549.58,16,0,0,1
18.87,16,0,0,1
2.43,16,0,0,1
35.77,16,0,0,1
56.0,16,0,0,1
39.0,16,0,0,1
42.69,16,0,0,1
34.99,16,0,0,1
266.2,16,0,0,1
54.03,16,0,0,1
1.98,16,0,0,1
46.68,16,0,0,1
20.58,16,0,0,1
22.89,16,0,0,1
56.38,16,0,0,1
6.15,16,0,0,1
1.98,16,0,0,1
25.29,16,0,0,1
49.9,16,0,0,1
5.67,16,0,0,1
37.88,16,0,0,1
364.0,16,0,0,1
789.24,16,0,0,1
9.99,16,0,0,1
1.98,16,0,0,1
22.99,16,0,0,1
15.0,16,0,0,1
120.0,16,0,0,1
1.98,16,0,0,1
24.9,16,0,0,1
135.2,16,0,0,1
100.0,16,0,0,1
2.69,16,0,0,1
0.77,16,0,0,1
7.16,16,0,0,1
30.21,16,0,0,1
57.35,16,0,0,1
54.95,16,0,0,1
20.98,16,0,0,1
1.0,16,0,0,1
39.99,16,0,0,1
2.95,16,0,0,1
1.39,16,0,0,1
0.69,16,0,0,1
28.26,16,0,0,1
129.99,16,0,0,1
12.31,16,0,0,1
1.0,16,0,0,1
1.98,16,0,0,1
9.99,16,0,0,1
9.99,16,0,0,1
50.0,16,0,0,1
5.89,16,0,0,1
206.0,16,0,0,1
402.8,16,0,0,1
31.4,16,0,0,1
2615.25,16,1,0,3
0.99,16,0,0,1
1.0,16,0,0,1
4.99,16,0,0,1
1.98,16,0,0,1
10.0,16,0,0,1
75.0,16,0,0,1
1.29,16,0,0,1
44.95,16,0,0,1
39.45,16,0,0,1
7.61,16,0,0,1
2.0,16,0,0,1
29.56,16,0,0,1
160.0,16,0,0,1
35.99,16,0,0,1
404.1,16,0,0,1
26.0,16,0,0,1
11.5,16,0,0,1
90.0,16,0,0,1
21.6,16,0,0,1
28.0,16,0,0,1
18.91,16,0,0,1
20.5,16,0,0,1
12.31,16,0,0,1
100.0,16,0,0,1
227.51,16,0,0,1
5.99,16,0,0,1
50.0,16,0,0,1
30.95,16,0,0,1
58.31,16,0,0,1
10.0,16,0,0,1
8.99,16,0,0,1
50.9,16,0,0,1
2.0,16,0,0,1
465.0,16,0,0,1
1.98,16,0,0,1
76.2,16,0,0,1
5.0,16,0,0,1
41.15,16,0,0,1
74.0,16,0,0,1
29.99,16,0,0,1
26.72,16,0,0,1
1.29,16,0,0,1
196.36,16,0,0,1
376.07,16,0,0,1
1.29,16,0,0,1
29.95,16,0,0,1
9.81,16,0,0,1
14.9,16,0,0,1
1.0,16,0,0,1
33.98,16,0,0,1
2.69,16,0,0,1
71.96,16,0,0,1
5.15,16,0,0,1
1.29,16,0,0,1
10.0,16,0,0,1
30.0,16,0,0,1
48.92,16,0,0,1
6.28,16,0,0,1
390.0,16,0,0,1
9.99,16,0,0,1
1.0,16,0,0,1
42.25,16,0,0,1
26.23,16,0,0,1
142.93,16,0,0,1
172.02,16,0,0,1
7.99,16,0,0,1
96.5,16,0,0,1
27.5,16,0,0,1
2.28,16,0,0,1
1.29,16,0,0,1
0.89,16,0,0,1
64.39,16,0,0,1
4.69,16,0,0,1
6.83,16,0,0,1
11.41,16,0,0,1
3.8,16,0,0,1
20.0,16,0,0,1
8.93,16,0,0,1
61.13,16,0,0,1
55.97,16,0,0,1
10.0,16,0,0,1
3.14,16,0,0,1
59.7,16,0,0,1
1.79,16,0,0,1
1796.3,16,0,0,1
48.72,16,0,0,1
59.0,16,0,0,1
28.5,16,0,0,1
375.88,16,0,0,1
97.99,16,0,0,1
130.8,16,0,0,1
50.0,16,0,0,1
110.04,16,0,0,1
791.5,16,0,0,1
1.98,16,0,0,1
2.95,16,0,0,1
264.47,16,0,0,1
30.0,16,0,0,1
7.61,16,0,0,1
0.77,16,0,0,1
51.8,16,0,0,1
13.24,16,0,0,1
55.73,16,0,0,1
25.0,16,0,0,1
34.45,16,0,0,1
26.99,16,0,0,1
20.87,16,0,0,1
468.0,16,0,0,1
30.0,16,0,0,1
0.01,16,0,0,1
19.99,16,0,0,1
2.69,16,0,0,1
236.84,16,0,0,1
0.99,16,0,0,1
1.0,16,0,0,1
18.42,16,0,0,1
187.0,16,0,0,1
2.69,16,0,0,1
95.0,16,0,0,1
46.91,16,0,0,1
15.0,16,0,0,1
8.99,16,0,0,1
29.95,16,0,0,1
1000.0,16,0,0,1
2.5,16,0,0,1
39.0,16,0,0,1
58.32,16,0,0,1
420.0,16,0,0,1
17.99,16,0,0,1
50.95,16,0,0,1
299.07,16,0,0,1
17.67,16,0,0,1
25.87,16,0,0,1
72.5,16,0,0,1
34.46,16,0,0,1
200.11,16,0,0,1
40.5,16,0,0,1
6.85,16,0,0,1
10.45,16,0,0,1
9.76,16,0,0,1
120.9,16,0,0,1
12.74,16,0,0,1
54.95,16,0,0,1
318.16,16,0,0,1
90.19,16,0,0,1
244.3,16,0,0,1
144.0,16,0,0,1
10.82,16,0,0,1
188.0,16,0,0,1
226.31,16,0,0,1
36.96,16,0,0,1
14.49,16,0,0,1
30.58,16,0,0,1
47.66,16,0,0,1
1.0,16,0,0,1
251.85,16,0,0,1
1.29,16,0,0,1
37.9,16,0,0,1
44.95,16,0,0,1
53.49,16,0,0,1
39.5,16,0,0,1
1.0,16,0,0,1
214.23,16,0,0,1
15.37,16,0,0,1
497.79,16,0,0,1
59.0,16,0,0,1
11.66,16,0,0,1
99.17,16,0,0,1
5.95,16,0,0,1
449.17,16,0,0,1
14.95,16,0,0,1
89.0,16,0,0,1
15.0,16,0,0,1
27.52,16,0,0,1
158.0,16,0,0,1
221.6,16,0,0,1
75.08,16,0,0,1
1.98,16,0,0,1
156.09,16,0,0,1
2.69,16,0,0,1
39.99,16,0,0,1
1.98,16,0,0,1
4.99,16,0,0,1
54.99,16,0,0,1
9.98,16,0,0,1
39.38,16,0,0,1
28.49,16,0,0,1
119.9,16,0,0,1
29.0,16,0,0,1
560.42,16,0,0,1
158.0,16,0,0,1
0.92,16,0,0,1
63.0,16,0,0,1
3.99,16,0,0,1
1.75,16,0,1,4
2.37,16,0,0,1
1070.0,16,0,0,1
11.5,16,0,0,1
20.0,16,0,0,1
71.7,16,0,0,1
5.37,16,0,0,1
429.16,16,0,0,1
14.9,16,0,0,1
0.76,16,0,0,1
14.99,16,0,0,1
22.5,16,0,0,1
8.05,16,0,0,1
35.0,16,0,0,1
2.9,16,0,0,1
71.05,16,0,0,1
65.9,16,0,0,1
12.0,16,0,0,1
111.39,16,0,0,1
17.18,16,0,0,1
0.89,16,0,0,1
163.35,16,0,0,1
113.75,16,0,0,1
26.0,16,0,0,1
8.97,16,0,0,1
1.98,16,0,0,1
1028.9,16,0,0,1
59.0,16,0,0,1
53.96,16,0,0,1
1.36,16,0,0,1
209.03,16,0,0,1
1446.27,16,0,0,1
20.45,16,0,0,1
14.78,16,0,0,1
30.96,16,0,0,1
0.89,16,0,0,1
50.0,16,0,0,1
320.0,16,0,0,1
100.75,16,0,0,1
5.09,16,0,1,4
1.0,16,0,0,1
2.67,16,0,0,1
37.88,16,0,0,1
26.99,16,0,0,1
109.39,16,0,0,1
30.04,16,0,0,1
151.37,16,0,0,1
5.49,16,0,0,1
270.0,16,0,1,4
120.79,16,0,0,1
22.69,16,0,0,1
116.0,16,0,0,1
9.0,16,0,0,1
76.97,16,0,0,1
29.85,16,0,0,1
22.4,16,0,0,1
188.0,16,0,0,1
9.03,16,0,0,1
41.73,16,0,0,1
29.24,16,0,0,1
9.95,16,0,0,1
0.76,16,0,0,1
37.0,16,0,0,1
6.0,16,0,0,1
4.99,16,0,0,1
9.99,16,0,0,1
3.1,16,0,0,1
26.49,16,0,0,1
239.76,16,0,0,1
978.46,16,0,0,1
188.0,16,0,0,1
500.92,16,0,0,1
342.17,16,0,0,1
123.25,16,0,0,1
12.21,16,0,0,1
2.49,16,0,0,1
42.0,16,0,0,1
4.61,16,0,0,1
42.35,16,0,0,1
1.29,16,0,0,1
3.02,16,0,0,1
101.85,16,0,0,1
52.28,16,0,0,1
11.38,16,0,0,1
6.11,16,0,0,1
15.0,16,0,0,1
15.0,16,0,0,1
5.2,16,0,0,1
779.0,16,0,0,1
6.55,16,0,0,1
180.0,16,0,0,1
145.85,16,0,0,1
91.65,16,0,0,1
2.28,16,0,0,1
51.55,16,0,0,1
58.31,16,0,0,1
87.5,16,0,0,1
161.98,16,0,0,1
13.0,16,0,0,1
1.46,16,0,0,1
94.15,16,0,0,1
1.98,16,0,0,1
1.0,16,0,0,1
72.98,16,0,0,1
11.5,16,0,0,1
163.42,16,0,0,1
1.17,16,0,0,1
9.5,16,0,0,1
2.5,16,0,0,1
285.24,16,0,0,1
121.84,16,0,0,1
54.95,16,0,0,1
335.6,16,0,0,1
37.46,16,0,0,1
130.91,16,0,0,1
119.48,16,0,0,1
9.03,16,0,0,1
40.0,16,0,0,1
299.58,16,0,0,1
63.32,16,0,0,1
36.47,16,0,0,1
250.0,16,0,0,1
5.49,16,0,0,1
29.95,16,0,0,1
49.0,16,0,0,1
12.99,16,0,0,1
46.3,16,0,0,1
15.0,16,0,0,1
200.0,16,0,0,1
221.16,16,0,0,1
64.55,16,0,0,1
36.9,16,0,0,1
88.2,16,0,0,1
17.99,16,0,0,1
8.97,16,0,0,1
1.98,16,0,0,1
4.49,16,0,0,1
164.31,16,0,0,1
5.76,16,0,0,1
135.71,16,0,0,1
495.0,16,0,0,1
385.0,16,0,0,1
378.68,16,0,0,1
8.07,16,0,0,1
8.99,16,0,0,1
1000.0,16,0,0,1
41.95,16,0,0,1
5.49,16,0,0,1
66.5,16,0,0,1
1.0,16,0,0,1
33.48,16,0,0,1
11.5,16,0,0,1
10.0,16,0,0,1
139.0,16,0,0,1
205.0,16,0,0,1
9.14,16,0,0,1
30.24,16,0,0,1
2.69,16,0,0,1
1.0,16,0,0,1
21.0,16,0,0,1
11.99,16,0,0,1
9.99,16,0,0,1
102.08,16,0,0,1
67.5,16,0,0,1
117.13,16,0,0,1
706.64,16,0,0,1
20.35,16,0,0,1
9.95,16,0,0,1
2.0,16,0,0,1
391.7,16,0,0,1
49.9,16,0,0,1
11.5,16,0,0,1
0.89,16,0,0,1
47.99,16,0,0,1
37.0,16,0,0,1
9.99,16,0,0,1
24.92,16,0,0,1
4.06,16,0,0,1
29.99,16,0,0,1
361.19,16,0,0,1
35.0,16,0,0,1
7.99,16,0,0,1
91.8,16,0,0,1
4.49,16,0,0,1
9.99,16,0,0,1
6.09,16,0,0,1
59.99,16,0,0,1
29.95,16,0,0,1
